Video_content,Release_time,The_video_duration,Estimated_Sales_volume_(pieces),Estimated_sales_amount,Number_of_likes,Number_of_comments,Number_of_reposts,Name
情感里怎么给伴侣安全感？#涂磊情感课堂,07-10 00:41:13,13秒,--,--,59406,1567,6395,Tu Lei
相爱的黄金法则#涂磊情感课堂,07-09 22:41:40,34秒,--,--,70673,2080,8767,Tu Lei
女人要变成什么样男人才知道珍惜？#涂磊情感课堂,07-09 19:32:21,9秒,--,--,75127,2797,2610,Tu Lei
远离此类男人#涂磊情感课堂,07-09 19:08:47,42秒,--,--,693407,25629,175493,Tu Lei
欲加之罪，何患无辞#涂磊情感课堂,07-08 18:35:27,41秒,--,--,130322,4685,12846,Tu Lei
喜欢一个人要表白吗？#涂磊情感课堂,07-08 11:24:08,8秒,--,--,58032,2998,2324,Tu Lei
为什么很多漂亮的女生最后都嫁给了很普通的男生？ #涂磊情感课堂,07-06 17:59:17,16秒,--,--,101121,3721,5106,Tu Lei
为什么女人喜欢拿别人的老公跟自己的老公做对比呢？ #涂磊情感课堂,07-05 18:09:53,14秒,--,--,51564,1831,789,Tu Lei
分手后能破镜重圆吗？ #涂磊情感课堂,07-03 18:00:50,7秒,--,--,134235,5121,2524,Tu Lei
庆祝中国共产党成立100周年  #祖国在我心中,06-30 18:14:35,15秒,--,--,301999,196,2302,Tu Lei
致敬老一辈 #那些爷爷奶奶的故事,06-29 18:00:09,17秒,--,--,379684,10386,31514,Tu Lei
好运莲莲#神奇植物在哪里,06-28 18:38:27,11秒,--,--,361454,16543,6152,Tu Lei
不自律，没自信##涂磊情感课堂,06-28 01:01:33,1分1秒,--,--,80736,3302,6124,Tu Lei
如何保持魅力#涂磊情感课堂,06-24 18:43:10,54秒,--,--,224060,7007,16761,Tu Lei
这不是我自愿的,06-22 18:00:25,14秒,--,--,940775,52371,3833,Tu Lei
娘得不行！,06-21 18:05:00,23秒,--,--,244941,3629,795,Tu Lei
所有的爱都藏在生活的细节里，你愿意在细节上花多大心思，生活就会多给你几分惊喜#usmile#冲牙器,06-19 17:30:32,1分10秒,615,243085,65543,1278,1287,Tu Lei
祝大家#端午安康,06-14 01:59:04,15秒,--,--,82481,3680,281,Tu Lei
为什么得不到的永远是最好的？#抖音618好物节 #涂磊情感课堂,06-14 01:08:15,11秒,--,--,79613,2486,3128,Tu Lei
为什么男生总说，是你想太多了，我跟她真的没什么！#涂磊情感课堂 #抖音618好物节,06-14 00:01:15,13秒,--,--,38109,1072,3068,Tu Lei
男生说的，我跟她要真有什么，哪还轮得到你，言下之意是什么？#涂磊情感课堂 #抖音618好物节,06-13 23:07:20,12秒,--,--,38261,1204,1118,Tu Lei
在男人的世界里，没有被发现的事情就是没有？#涂磊情感课堂 #抖音618好物节,06-13 21:39:23,21秒,--,--,104920,3027,7346,Tu Lei
女生为什么喜欢说分手？#抖音618好物节 #涂磊情感课堂,06-13 20:17:36,11秒,--,--,32918,1822,1282,Tu Lei
男生的说的如果不喜欢你，我就不会跟你在一起了，言下之意是什么？#抖音618好物节 #涂磊情感课堂,06-13 18:10:13,14秒,--,--,46301,1220,1503,Tu Lei
真的有一见钟情吗？#涂磊情感课堂 #抖音618好物节,06-13 16:02:47,7秒,--,--,49449,2278,1615,Tu Lei
绿茶们有哪些绿言绿语？#涂磊情感课堂 #抖音618好物节,06-13 14:24:30,9秒,--,--,13259,457,358,Tu Lei
为什么男生在明知道你会不开心的情况下还做让你伤心的事情呢？#抖音618好物节 #涂磊情感课堂,06-12 22:03:08,13秒,--,--,112425,4075,13964,Tu Lei
男女之间真的有纯友谊吗？#抖音618好物节 #涂磊情感课堂,06-12 21:06:20,9秒,--,--,131998,7071,4796,Tu Lei
和什么样的人谈恋爱最累？#抖音618好物节 #涂磊情感课堂,06-12 20:04:16,10秒,--,--,208549,8993,9401,Tu Lei
我都卖萌了，你还不点赞！#抖音618好物节,06-12 18:00:45,19秒,--,--,145869,4220,245,Tu Lei
明明还很爱，为什么会突然离开？#抖音618好物节 #涂磊情感课堂,06-12 14:41:34,11秒,--,--,53273,1891,3772,Tu Lei
乘风破浪的爱情导师#抖音618好物节,06-12 14:31:20,16秒,--,--,45986,1789,198,Tu Lei
不图钱的女生都得到了什么？#抖音618好物节 #涂磊情感课堂,06-12 14:22:13,8秒,--,--,90546,5265,7409,Tu Lei
如何区分一个男人爱不爱你？#抖音618好物节 #涂磊情感课堂,06-12 12:58:25,10秒,--,--,151591,19309,11082,Tu Lei
下次给我换个角色#抖音618好物节,06-12 12:40:25,10秒,--,--,155243,17585,354,Tu Lei
分手后还能做朋友吗？ #涂磊情感课堂 #抖音618好物节,06-12 12:00:00,7秒,--,--,1340508,71554,61611,Tu Lei
你的战队都叫什么名？提前祝大家端午安康！#划不过我吧 #非遗奇遇记,06-12 10:59:50,14秒,--,--,59664,1273,180,Tu Lei
情感里最没有用的是什么？ #涂磊情感课堂  #抖音618好物节,06-11 21:08:26,8秒,--,--,106893,2747,4525,Tu Lei
我疯了#抖音618好物节,06-11 18:30:26,14秒,--,--,1486365,86649,7784,Tu Lei
善意的谎言是自私的借口 #涂磊情感课堂  #抖音618好物节,06-08 22:00:00,42秒,--,--,152931,6352,25438,Tu Lei
真正的爱不是说说而已！ #涂磊情感课堂  #抖音618好物节,06-08 21:30:00,45秒,--,--,233663,10895,20452,Tu Lei
爱是付出，但是付出一定要求回报吗？ #涂磊情感课堂#抖音618好物节,06-08 20:30:00,50秒,--,--,83445,2545,4742,Tu Lei
前任栽树，后任乘凉#涂磊情感课堂 #抖音618好物节,06-08 19:30:00,25秒,--,--,238011,8565,13501,Tu Lei
男人为什么谈恋爱却不公开？ #涂磊情感课堂#抖音618好物节,06-08 19:00:00,56秒,--,--,86155,3820,6614,Tu Lei
不爱我，为什么要和我在一起？#涂磊情感课堂  #抖音618好物节,06-08 16:00:00,53秒,--,--,325297,16495,30379,Tu Lei
爱是痛并快乐着#涂磊情感课堂 #抖音618好物节,06-08 13:00:00,58秒,--,--,116095,4155,9387,Tu Lei
据说看到这个视频的人都变好看了！#我要变好看 #抖音618好物节,06-08 11:30:01,9秒,--,--,18886,736,34,Tu Lei
指导一下厚米的舞姿 #厚米 #抖音618好物节,06-08 11:00:27,9秒,--,--,10706,279,50,Tu Lei
你看到的主持人和实际上的主持人？ #夹子音  #抖音618好物节,06-08 10:37:13,7秒,--,--,29979,814,88,Tu Lei
#夏日星能量气质这块拿捏的死死的！,06-07 01:31:50,16秒,--,--,249941,11759,617,Tu Lei
高考改变不了命运，心态才决定一切！ #你的高考我来应援,06-06 18:24:06,43秒,--,--,444534,12507,28700,Tu Lei
80岁#80岁的你 #抖音618好物节,06-06 00:36:28,15秒,--,--,261606,10772,861,Tu Lei
什么情况，我是谁，我在哪儿？#抖音618好物节,06-05 22:29:21,5秒,--,--,198157,6927,827,Tu Lei
视而不见和沉默才是对一个人最大的伤害！#抖音618好物节  #涂磊情感课堂,06-05 20:20:00,40秒,--,--,333719,13977,29808,Tu Lei
当你唱歌前奏太长的时候#抖音618好物节,06-05 18:57:32,14秒,--,--,42245,1722,105,Tu Lei
付出并不艰辛，不懂得珍惜，才叫人寒心！ #涂磊情感课堂  #抖音618好物节,06-05 17:59:53,1分2秒,--,--,57972,2100,4311,Tu Lei
灵魂舞者就是我#抖音618好物节,06-05 16:30:09,8秒,--,--,270046,9225,832,Tu Lei
如果你男朋友只能带你吃路边摊，你还会跟他在一起吗？#抖音618好物节  #涂磊情感课堂,06-05 12:30:01,1分13秒,--,--,29594,1224,304,Tu Lei
骑上你心爱的小摩托，来我直播间兜兜风~#抖音618好物节 #成年人过六一的快乐你想象不到,06-05 11:35:24,15秒,--,--,54936,1139,183,Tu Lei
一不小心暴露了我的吃相，6月5号中午11点来我直播间，解锁更多美食！#抖音618好物节,06-05 10:00:22,10秒,--,--,63609,2895,323,Tu Lei
你想吃什么，我就有什么，6月5号中午11点来我直播间！#抖音618好物节,06-04 21:50:49,36秒,--,--,14855,346,70,Tu Lei
可能是我太好看了，先逃了！#凡尔赛落跑公主 #抖音618好物节,06-02 00:00:46,11秒,--,--,2158937,133956,11805,Tu Lei
还有再胖的空间...#变胖的你 #抖音618好物节 #过六一的仪式感,06-01 23:03:35,10秒,--,--,70555,2797,171,Tu Lei
只要速度够快，老鹰就追不上我#为什么追我 #抖音618好物节 #用爱守护快乐成长,06-01 21:15:56,10秒,--,--,243986,8464,864,Tu Lei
你还知道什么网络流行词汇?欢迎评论区留言!    #抖音618好物节,06-01 19:47:53,1分9秒,--,--,22958,559,117,Tu Lei
猜猜我吃什么？来我直播间看看！#过六一的仪式感,06-01 17:41:13,15秒,--,--,242475,10242,849,Tu Lei
分手后的礼物应该要回来吗?  #涂磊情感课堂 #抖音618好物节,06-01 14:57:48,1分2秒,--,--,26675,675,407,Tu Lei
太好玩儿，你还有什么花样？#定格传送带 #抖音618好物节,06-01 14:10:24,9秒,--,--,195544,5333,626,Tu Lei
6月1日中午11点!快来直播间!各种品类应有尽有，总有一款适合你! #抖音618好物节,06-01 10:00:00,49秒,--,--,31884,1643,140,Tu Lei
,,,,,,,,
能及时发现自己的优点，才能做个快乐的青年！#秋日星分享 #张庭,08-31 15:59:54,14秒,--,--,372483,8575,7198,Zhang Ting
有没有那么一首歌 会让你突然晃了神？#张庭 #盛夏星日记,08-30 16:03:41,17秒,--,--,165013,3792,1759,Zhang Ting
穿上这身衣服，我就是17岁！#盛夏星日记 #张庭,08-29 18:00:28,12秒,--,--,246136,10328,1589,Zhang Ting
爱自己的女人要懂得取悦自己，给自己一个微笑，继续努力做最好的自己！#盛夏星日记 #张庭,08-29 08:59:18,12秒,--,--,136880,2405,2306,Zhang Ting
有没有那么一首歌，会让你轻轻跟着和～话说这百合演的怎么样？#盛夏星日记 #张庭,08-28 20:30:07,14秒,--,--,130047,2813,1954,Zhang Ting
家里马上要恢复安静了，容许我开心一下吧～#抖in宝贝计划 #神兽归笼爸妈有多开心 #张庭,08-28 11:34:09,15秒,--,--,310067,5764,1627,Zhang Ting
旋律熟悉吗，陪我一起长大的宝宝，你们现在在哪里？#盛夏星日记 #一首歌告别2021年的夏天 #张庭,08-27 08:01:40,11秒,--,--,512552,38740,4107,Zhang Ting
像不像你们家 一开学就装睡的宝？#张庭 #盛夏星日记,08-26 16:18:51,11秒,--,--,480627,8044,3754,Zhang Ting
春遇见冬，有了岁月～我遇见你，有了温暖～遇见，皆有意义～#盛夏星日记 #人生感悟 #张庭,08-26 08:02:37,11秒,--,--,383153,7420,22577,Zhang Ting
 是谁？送你来到我身边~#张庭 #天竺少女沙里瓦  ,08-25 12:05:53,10秒,--,--,243877,5890,2077,Zhang Ting
"姑娘~放弃不难，但坚持一定很酷哦! 
加油????#爱笑的人运气不会差 #张庭",08-24 07:58:58,11秒,--,--,181657,4144,3840,Zhang Ting
准备好了吗？跟我一起回…到……#盛夏星日记 #人间烟火定格照 #张庭,08-23 16:01:38,6秒,--,--,297103,12763,1151,Zhang Ting
别辜负了美食，这才是对生活最好的尊重！对吗？#张庭 #盛夏星日记,08-22 20:02:11,17秒,--,--,128685,2755,2317,Zhang Ting
小玩子我又回来啦～#盛夏星日记 #张庭,08-21 19:29:19,14秒,--,--,116793,2950,827,Zhang Ting
珍惜现在每一天，此刻就是你最年轻的样子～#盛夏星日记 #张庭,08-21 18:00:18,16秒,--,--,1076552,25818,19155,Zhang Ting
气质这一块，我们拿捏的怎么样？#盛夏星日记 #陶虹 #张庭,08-21 11:28:09,14秒,--,--,2611656,74389,24355,Zhang Ting
果真是父女送的花，都是香菜……#盛夏星日记 #张庭,08-21 09:31:24,9秒,--,--,532179,11327,4278,Zhang Ting
如此深情能否换来个??？#张庭 #盛夏星日记,08-20 19:53:14,16秒,--,--,289536,5429,1427,Zhang Ting
学会保持饥饿感～因为它能让我们更加清醒！#盛夏星日记 #张庭,08-20 12:12:21,15秒,--,--,203249,5601,9310,Zhang Ting
元气满满的一天，从拍抖音开始！属于你的小美好 正在井然有序地发生着。?#张庭 #盛夏星日记,08-19 07:56:53,13秒,--,--,1475041,24091,25491,Zhang Ting
阳光正好，微风不燥！人生没有比策马奔腾活得开开心心更重要～#盛夏星日记 #张庭,08-18 16:03:33,14秒,--,--,169652,3843,868,Zhang Ting
是麻友的扣1～#盛夏星日记 #张庭,08-18 08:17:52,13秒,--,--,203023,8365,10457,Zhang Ting
太阳温暖早起的人，月亮陪伴#失眠的夜 ～#酷盖街舞挑战 #张庭,08-17 08:03:03,14秒,--,--,157886,3478,920,Zhang Ting
你身边是否也有这样的开心果？答应我，一定要看到最后！#盛夏星日记 #张庭,08-16 16:06:50,34秒,--,--,132296,5065,1247,Zhang Ting
你们节日收的都是花，我收的是…#盛夏星日记 #七夕星动大赏 #张庭,08-14 21:35:43,26秒,--,--,702068,19175,11869,Zhang Ting
快艾特给你最疼爱的人看～#盛夏星日记 #七夕星动大赏 #张庭,08-14 18:03:59,15秒,--,--,269396,6572,4671,Zhang Ting
天空越黑，星星越亮～你很迷人，做自己就好！#盛夏星日记 #张庭,08-14 11:30:01,10秒,--,--,291805,7025,2170,Zhang Ting
赶紧接受我的表白！香菜快撑不住了！#张庭 #七夕我想对你说 #818新潮好物节,08-14 08:59:18,14秒,--,--,413101,16029,4196,Zhang Ting
感恩你们的出现让我的余生多欢喜！#盛夏星日记 #张庭,08-13 16:00:53,14秒,--,--,726447,8954,3222,Zhang Ting
下一个天亮，记得我们的约定～#盛夏星日记 #张庭,08-13 08:03:05,10秒,--,--,458230,10289,7316,Zhang Ting
放心好了，该出手的时候麻麻也不会手软#我妈已经三天没有打我啦 #张庭,08-12 07:57:48,11秒,--,--,280288,4080,1585,Zhang Ting
所有过往的经历才成就了今天的自己，你很好，别放弃！#盛夏星日记 #张庭,08-11 08:00:10,10秒,--,--,152899,4181,3806,Zhang Ting
原来在二次元的世界我是这样的，你们爱了吗？#秒切游戏脸 #盛夏星日记 #张庭,08-10 07:59:05,7秒,--,--,226485,6906,1789,Zhang Ting
吼..哈..谁能告诉我什么时候开学？#张庭 #五花八门的消遣方式,08-09 16:04:31,22秒,--,--,347676,7664,2288,Zhang Ting
无助时试着抬头望望蓝色天空，它会告诉你这世界的美好！#盛夏星日记 #张庭,08-09 07:59:40,16秒,--,--,251106,6711,7116,Zhang Ting
时间珍贵，你们抓紧笑……#抖音818新潮好物节 #张庭,08-07 19:30:04,11秒,--,--,174467,5885,1267,Zhang Ting
周末阳光暖洋洋，生活充满喜洋洋～#抖音818新潮好物节 #张庭,08-07 17:11:19,15秒,--,--,469995,12679,3830,Zhang Ting
难得夸下老公，不过这个优点确实值得赞赏！#抖音818新潮好物节 #张庭,08-07 15:33:19,7秒,--,--,638547,16970,13317,Zhang Ting
希望我的姐妹们越来越美，越来越年轻～#抖音818新潮好物节 #张庭,08-07 13:34:33,6秒,--,--,624781,33147,21472,Zhang Ting
立秋啦～如果感到快乐，你就跺跺jio！@汪东城 #抖音818新潮好物节 #张庭,08-07 10:32:24,9秒,--,--,134277,4043,800,Zhang Ting
姐这套广播体操踢得怎么样？#张庭 #抖音818新潮好物节 #节奏踢踏舞,08-06 19:40:11,10秒,--,--,154068,6321,1014,Zhang Ting
如果年轻是一首好听的歌，岁月让旋律变得更感动！#抖音818新潮好物节 #张庭,08-06 12:21:40,13秒,--,--,555673,14837,9415,Zhang Ting
小机灵差点把我绕进去~#张庭 #盛夏星日记,08-05 16:00:56,15秒,--,--,575778,9782,3815,Zhang Ting
早安??今日份的快乐也正常营业啦！?#张庭 #心会跟爱一起走,08-05 07:57:57,14秒,--,--,541641,15601,7596,Zhang Ting
闺女被迫营业#张庭 #盛夏星日记,08-04 16:02:51,19秒,--,--,356549,10597,2021,Zhang Ting
这个西瓜味的夏天，有你超甜～改编的还行吧？#盛夏星日记 #张庭,08-04 07:58:46,13秒,--,--,147744,4428,1451,Zhang Ting
用心走出来的路，方向永远不会错！赞同么？#盛夏星日记 #张庭,08-03 15:58:20,14秒,--,--,169674,4752,2455,Zhang Ting
星空迷上山野，蜜蜂迷上花朵，而我迷上了你～#盛夏星日记 #张庭,08-03 07:57:46,14秒,--,--,360152,10603,6363,Zhang Ting
村里一枝花，年年都十八！少女心永远不打烊～#盛夏星日记 #张庭,08-02 16:08:51,18秒,--,--,290816,7016,2861,Zhang Ting
是歌可爱还是人可爱呀？#susie摆手摇摇舞 #张庭,07-31 11:19:17,10秒,--,--,285409,166,1716,Zhang Ting
但愿你的梦想插上竹蜻蜓，带你去想去的地方～#盛夏星日记 #张庭,07-30 08:00:02,14秒,--,--,207160,5162,2303,Zhang Ting
你们小时候有尿过床吗？尿过的请扣1～#尿床歌 #盛夏星日记 #张庭,07-29 13:23:09,15秒,--,--,174051,4106,1116,Zhang Ting
花有千姿百态，愿你开成最美的那朵！#盛夏星日记 #人生感悟 #张庭,07-28 16:01:02,12秒,--,--,119813,3268,1444,Zhang Ting
期待中国健儿们胜利凯旋～我们在这为你们呐喊加油??#盛夏星日记 #张庭,07-27 20:01:07,16秒,--,--,326286,8261,1769,Zhang Ting
愿你和所遇之人皆真诚、温暖和善良~#人生感悟 #张庭,07-27 11:32:21,10秒,--,--,345415,9500,25880,Zhang Ting
每一次全力以赴的你都是自己的冠军！#夺冠2021 #一起夺金2021 #张庭,07-25 18:02:31,15秒,--,--,168537,2847,1118,Zhang Ting
往事不必追忆，尽全力把下一秒变得更好~#盛夏星日记 #张庭,07-24 17:14:46,15秒,--,--,207307,6407,2735,Zhang Ting
节俭是美德～真的一点也不丢脸！#盛夏星日记 #张庭,07-24 15:29:49,8秒,--,--,61993,1553,428,Zhang Ting
节俭是美德！#盛夏星日记 #张庭,07-24 14:30:32,18秒,--,--,220795,6127,2406,Zhang Ting
饭菜虽普通，吃饭的心情可不能普通！工作餐也要吃出仪式感~#盛夏星日记 #张庭,07-24 10:44:31,8秒,--,--,137946,3567,570,Zhang Ting
#愿每个人都被温柔以待  愿一切安好#张庭,07-24 09:04:49,18秒,--,--,394638,8260,2922,Zhang Ting
喜欢静静品茶，慢慢整理自己的思绪，有和我一样的吗？#盛夏星日记 #张庭,07-23 20:21:14,15秒,--,--,124581,2722,1416,Zhang Ting
想做你们的太阳花，照亮每一天好心情～#盛夏星日记 #张庭,07-23 12:05:50,15秒,--,--,205527,4879,7640,Zhang Ting
中国加油！#夺冠2021 #夺冠花环助威加油 #张庭,07-22 18:00:26,17秒,--,--,868942,24042,5464,Zhang Ting
天佑河南！,07-21 16:31:55,10秒,--,--,497554,19203,10717,Zhang Ting
路边的野菌不要採，记得要远离#红伞伞白杆杆 哦#张庭,07-20 15:55:55,17秒,--,--,221929,4748,1261,Zhang Ting
我请客，都别客气了，大家开动吧??#盛夏星日记 #张庭,07-19 15:59:08,10秒,--,--,211417,4938,3194,Zhang Ting
一站有一站的风景，一岁有一岁的味道#张庭 #感悟,07-18 19:54:22,11秒,--,--,907650,22116,30779,Zhang Ting
夏日炎炎 ~玩水超甜！愿你童心未泯，所遇皆甜！#张庭 #盛夏星日记,07-18 15:46:25,14秒,--,--,50616,1698,259,Zhang Ting
多看看美好的事物，心情都会美美的～#盛夏星日记 #张庭,07-17 15:23:18,18秒,--,--,186040,4640,1311,Zhang Ting
跟你们唠唠嗑，你们说到底是多点好还是少点好？#盛夏星日记 #张庭,07-17 14:22:10,12秒,--,--,534917,10076,29697,Zhang Ting
抖音玩久了就是：音乐一响，马上就位～#盛夏星日记 #张庭,07-17 09:34:59,9秒,--,--,515594,12401,2589,Zhang Ting
劳动时的女人都是最美的，不接受反驳！#盛夏星日记 #张庭,07-16 23:17:50,15秒,--,--,340016,9131,2564,Zhang Ting
